country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,recalling_firm,recall_number,initial_firm_notification,product_type,event_id,termination_date,recall_initiation_date,postal_code,voluntary_mandated,status,more_code_info
United States,Holtsville,895 Waverly Aveneue,Labeling; Label Mixup; bottles of Ferrous Sulfate actually contains Meclizine HCl (indicated for motion sickness),,"19,944 bottles","Lot 12G468, Exp. 07/2014.",20130613,Nationwide,NY,"Rugby NATURAL IRON SUPPLEMENT Ferrous Sulfate, 5 gr (325 mg), 100 TABLETS,  Mfd for: RUGBY LABORATORIES, INC. DULUTH, GEORGIA 30097 UPC 0 0536-5890-013",20130619,Class I,Advance Pharmaceutical Inc,D-601-2013,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,63988,20160629,20121228,11742,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"427,280 units",17255    8/20        17362    12/20      18089    4/21        18138    6/21    6/22/2018    18146    6/21        18210    8/21        18211    8/21        18272    11/21        18273    11/21        18276    11/21    16283    10/31/2019,20191115,U.S.A. Nationwide,NY,"OCuSOFT Flucaine Proparacaine Hydrochloride and Fluorescein Sodium Ophthalmic Solution, USP (Sterile) 5 mL Rx only, Manufactured for OCuSOFT, Inc. Richmond, TX 77406-0429, NDC 54799-507-21",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0449-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,464424 units,Lot #: 18229 9/21  18031 1/21  17131 5/20  17059 3/20  17008 1/20  19056 03/22,20191115,U.S.A. Nationwide,NY,"CVS Health Redness Relief Lubricant Redness Reliever Eye Drops, Sterile, 0.5 fl. oz. (15 mL), Item #317912, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0393-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,41148 units,"Lot #: RJD, Exp 10/19; SHG, Exp 8/20",20191115,U.S.A. Nationwide,NY,"Perrigo Sulfacetamide Sodium Ophthalmic Ointment USP, 10% Sterile, Rx only, Net Wt 3.5 g, Manufactured For: Perrigo Minneapolis, MN 55427, NDC 0574-4190-35",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0357-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"318,412 units",RHP 8/19  RLD 12/19  SDE 4/20  SID 9/20,20191115,U.S.A. Nationwide,NY,"TRP Stye Relief, 4 g, NDC 17312-014-13",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0470-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"109,020 units",Lot #: QHF 08/19  QHI 08/19  QLA 12/19  RBA 02/20  RCF 03/20  RCM 03/20  RDJ 04/20  RFA 06/20  RHI 08/20  RJI 10/20  RKG 11/20  RLE 12/20  SAW 01/21  SBF 02/21,20191115,U.S.A. Nationwide,NY,"CVS Health Preservative Free Lubricant Eye Drops (Carboxymethy-Cellulose Sodium 0.5%, Sensitive Solution, 70 Sterile Single-Use Containers, 0.02 fl. oz. (0.6 mL) each,  Item #457791, NDC 50428 41429 3, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0390-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Central Islip,550 S Research Pl,Presence of Particulate Matter.,,75968 vials,"Lots #: GH80216 Exp 1/2020; GH80322, GH80323 Exp 2/2020; GH90072 Exp 12/2020.",20190415,Nationwide in the U.S.A.,NY,"Testosterone Cypionate Injection, USP, 1000 mg/10 mL (100 mg/mL), For intramuscular use only, 10 mL Vial, Multiple-Dose, Rx Only, Manufactured by: Cipla Ltd., Verna Goa, India, Manufactured for: Cipla USA, Inc., 1560 Sawgrass Corporate Parkway, Suite 130, Sunrise, FL 33323, NDC 69097-536-37.",20190424,Class II,"InvaGen Pharmaceuticals, Inc.",D-1125-2019,Letter,Drugs,82463,,20190322,11722-4415,Voluntary: Firm initiated,Completed,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,55772 units,Lot #: KT19146     02/21     06/05/2019       KT18133     04/20     12/12/2018       KT18194     07/20     01/15/2019       KT18129     02/20,20191115,U.S.A. Nationwide,NY,"Equate Night & Day Restore Tears Lubricant Eye Pack  W-M item #: 567368000, Package Size: 3.5g and 15mL, Distributed by: Wal-Mart Stores Inc., Bentonville, AR 72716, NDC 49035-883-59",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0368-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Farmingdale,7 Michael Ave,CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,,,"C128C, C129C, exp 3/18",20180422,Nationwide.,NY,"Ibuprofen Tablets USP 400 mg, 500 tablet bottles (NDC 42582-111-18), Rx, Distributed by Bi-Coastal Pharma International, Shrewsbury, NJ, Manufactured by: Marksans Pharma, Ltd., Plot No. L-82, L-83 Verna indl. Estate Verna, Goa-403 722, India",20180502,Class II,"Time-Cap Laboratories, Inc.",D-0688-2018,Letter,Drugs,79349,20210120,20180111,11735-3921,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"77,760 units",Lot #: QHI 08/19   QJG 10/19   RBA 02/20    RCF 03/20   RCM 03/20    RDJ 04/20   RFA 06/20   RHI 08/20   RJI 10/20   RKG 11/20   SBF 2/21   SDD 04/21,20191115,U.S.A. Nationwide,NY,"CVS Health Preservative Free Lubricant Eye Drops (Carboxymethyl-Cellulose Sodium 0.5%, Sensitive Solution, 30 Sterile Single-Use Containers, 0.02 fl. oz. (0.6 mL) each,  Item #495301, NDC 50428 42216 8, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0389-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"13,407 units",17367 12/19   18102 4/20   18174 7/20,20191115,U.S.A. Nationwide,NY,"iSolutions Nano Tears MXP Forte Clear Emollient Lubricant Gel Drops, 10 mL, Mfd. By: by Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 59390-144-10",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0429-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,Subpotent Drug: Out of specification assay result in Esterified Estrogen and Methyltestosterone tablets.,,19104 units,"Lot #: HL05715, HL05815, Exp. 11/2017",20190701,Nationwide within the United States,NY,"Esterified Estrogens & Methyltestosterone Tablets, USP  0.625 mg/1.25 mg, 100-count bottles, Rx Only, Manufactured by: Ammeal Pharmaceuticals of NY Hauppauge, NY 11788 Distributed by: Seton Pharmaceuticals Manasquan, NJ 08736, NDC 13925-171-01",20190710,Class III,"Amneal Pharmaceuticals, Inc.",D-1438-2019,Letter,Drugs,83137,20190808,20170925,11719-9509,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,"Lot #: 19095, Exp 04/21",20191115,U.S.A. Nationwide,NY,"Lubricant Eye Drops Moisturizing Twin Pack Walgreens item #: 801477, Package Size: 2 x 15 mL, NDC 0363-0185-49",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0360-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Amityville,369 Bayview Ave,Subpotent; Cetylpyridinum Chloride,,"10,440 bottles",Lot 611614 (exp. 09/2013),20130516,Puerto Rico,NY,"BUCALSEP (R) ORAL SOLUTION, (Benzocaine, 600 mg, Cetylpyridinum Chloride 30 mg, Menthol 45 mg Zinc Chloride 30 mg), 1 Fl. Oz. (30 mL), Manufactured for GIL PHARMACEUTICAL CORP, PONCE, PUERTO RICO 00717-1565 -- NDC 58552-103-01",20130522,Class III,"Hi-Tech Pharmacal Co., Inc.",D-418-2013,Letter,Drugs,64857,20150430,20130408,11701-2801,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,13626  units,Lot #: 18008    1/20        19105    4/22,20191115,U.S.A. Nationwide,NY,"OCuSOFT retaine NaCl Sodium Chloride Hypertonicity Ophthalmic Ointment, 0.5 fl oz. (15mL), Distributed by OCuSOFT, Inc. Rosenberg, TX 77471 USA",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0453-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Amityville,369 Bayview Ave,Failed Impurity/Degradation Specification; out-of-specification result for one individual unknown impurity at the 24-month room temperature stability test station.,,"451,916 bottles","Batch 609442 (exp. 4/2014), 609445 (exp. 4/2014), Batch 609919 (exp. 4/2014), Batch 609964 (exp. 5/2014), Batch 609966 (exp. 5/2014), Batch 610204 (exp. 5/2014), Batch 610406 (exp. 5/2014), Batch 610572 (exp. 6/2014), Batch 610575 (exp. 6/2014), Batch 610677 (exp. 6/2014), Batch 610808 (exp. 6/2014), Batch 611110 (exp. 7/2014), Batch 611201 (exp. 8/2014), Batch 611530 (exp. 8/2014), Batch 611645 (exp.9/2014), Batch 611891 (exp. 9/2014), Batch 611993 (exp. 10/2014), Batch 612328 (exp. 11/2014), Batch 612331 (exp. 11/2014), Batch No. 613050 (exp. 12/2014), Batch 613053 (exp. 12/2014), Batch 613172 (exp. 12/2014), Batch 613175 (exp. 12/2014), Batch 613738 (exp. 1/2015), Batch 613741 (exp. 1/2015), Batch 613744 (exp. 1/2015). Batch 613747 (exp. 1/2015), Batch 613852 (exp. 1/2015), Batch 613855 (exp. 2/2015), Batch 614448 (exp. 2/2015), Batch 614451 (exp. 3/2015), Batch 614914 (exp. 3/2015, Batch 614917 (exp. 3/2015), Batch 615331 (exp. 4/2015), Batch 615334 (exp. 4/2015), Batch 615797 (exp. 5/2015), Batch 615800 (exp. 5/2015), Batch 615947 (exp. 6/2015), Batch 615950 (exp. 6/2015), Batch 616356 (exp. 7/2015), Batch 616359 (exp. 7/2015), Batch 616362 (exp. 7/2015), Batch 616365 (exp. 7/2015), Batch 617066 (exp. 8/2015), Batch 617069 (exp. 8/2015), Batch 617432 (exp. 9/2015), Batch 617435 (exp. 9/2015), Batch 617951 (exp. 10/2015), Batch 617954 (exp. 11/2015), Batch 617957 (exp. 12/2015), Batch 617960 (exp. 12/2015), Batch 618918 (exp. 12/2015), Batch 618920 (exp. 12/2015), Batch 619173 (exp. 1/2016), Batch 619176 (exp. 1/2016), Batch 619543 (exp. 2/2016), Batch 619546 (exp. 2/2016), Batch 620099 (exp. 2/2016), Batch 620102 (exp. 2/2016), Batch 620338 (exp. 2/2016), and Batch 620341 (exp. 2/2016).",20141027,nationwide,NY,"HydrOXYzine Hydrochloride Oral Solution, USP, 10 mg / 5mL, Net Wt 16 fl oz (473 mL), NDC 50383-796-16, Rx Only, Manufactured by: Hi-Tech Pharmacal Co., Inc. Amityville, NY 11701, ALSO LABELED AS HydrOXYzine HCl Oral Solution, USP, 10 mg / 5 mL, Net Wt 16 fl oz (473 mL), NDC 10702-052-16, Rx Only, Manufactured for: KVK-TECH, INC. NEWTOWN, PA 18940, MADE IN USA, Manufactured by: Hi-Tech Pharmacal Co., Inc. Amityville, NY 11701.",20141105,Class II,"Hi-Tech Pharmacal Co., Inc.",D-0048-2015,Letter,Drugs,67894,20160921,20140401,11701-2801,Voluntary: Firm initiated,Terminated,
United States,Hauppauge,7 Oser Ave,Failed Dissolution Specifications; during stability testing,,,Lot# I1606579 and Lot# I1606580 Exp: 05/2018; Lot# I1612114 and Lot# I1612115 Exp: 11/2018,20180404,Nationwide,NY,"buPROPion HCl Extended-Release Tablets,   USP (SR), 100 mg, 60 count bottles, Rx Only, Manufactured for: Cipla USA Inc. 1560 Sawgrass Corporate Parkway Suite 130 Sunrise, FL 33323, Manufactured by: InvaGen Pharmaceuticals, Inc. (a subsidiary of Cipla Ltd.) Hauppauge, NY 11788 --- NDC 69097-877-03",20180411,Class III,"InvaGen Pharmaceuticals, Inc.",D-0618-2018,Letter,Drugs,79446,20210915,20180315,11788-3811,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,"Lot #: 16267, Exp 10/19; 18096, Exp 04/21; 18301, Exp 12/21; 18096, Exp 4/21; 18301, Exp 12/21; 17371, Exp 12/20; 17158, Exp 6/20; 17025, Exp 1/20; 17015, Exp 1/20; 19103, Exp 04/22",20191115,U.S.A. Nationwide,NY,"CVS Health Multi-Action Relief Drops, Item#: 694954, 15 mL, Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0477-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Amityville,369 Bayview Ave,Subpotent Drug: The product/lot is out-of-specification (OOS) for the assay of acetic acid at the 18-month test station.,,"11,472 bottles","Lot #: 610593, Exp 06/13",20130430,Nationwide and Puerto Rico,NY,"Acetic Acid Otic Solution, USP, 15 mL bottle, Rx Only, Hi-Tech Pharmacal Co., Inc., Amityville, N.Y. 11701, NDC 50383-889-15, UPC 3 50383-889-15 1.",20130508,Class III,"Hi-Tech Pharmacal Co., Inc.",D-302-2013,Letter,Drugs,65017,20160513,20130311,11701-2801,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"45,864 units",Lot #: RGF 07/19  RHN 08/19  RIH 09/19  RJP 10/19  RKN 11/19  SDC 04/20  SFC 06/20  SFJ 06/20  SGI 07/20,20191115,U.S.A. Nationwide,NY,"CVS Health Preservative Free Lubricant Eye Drops (Carboxymethycellulose Sodium 0.5% Glycerin 0.9%) Sensitive Solution, Item #495334, 60 Sterile Single-Use Containers, 0.02 fl. oz. (0.6 mL) each, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895, UPC 0 50428 31010 6",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0378-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Central Islip,400 S Technology Dr,"Presence of Foreign Tablet/Capsule: One bottle of Hydrocodone Bitartrate and Acetaminophen Tablets USP 10mg/325 mg contains one Losartan Potassium Tablets, USP 100 mg.",,9768 Bottles,"Lot #: 20070518, Exp. Date June 2022",20201117,Nationwide within the United States,NY,"Hydrocodone Bitartrate and Acetaminophen Tablets, USP 10 mg/325mg 100-count bottles, Rx Only, Manufactured for : Camber Pharmaceuticals, Inc. Piscataway, NJ 08854, Manufactured by: Ascent Pharmaceuticals, Inc. Central Islip, NY 11722, NDC 31722-943-01",20201125,Class II,"Ascent Pharmaceuticals, Inc.",D-0097-2021,Letter,Drugs,86665,,20201026,11722-4402,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"101,712 units",Lot #: 17277 09/19  18006 01/20  18098 04/21  18006 1/20  19057 02/22,20191115,U.S.A. Nationwide,NY,"CVS Health Dry Eye Relief Lubricant Eye Drops, Sterile, 1 Fl. Oz. (30 mL), Item #457802, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0377-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Hauppauge,85 Adams Avenue,Failed dissolution specifications; 18 month CRT,,895 - 1000 count bottles,"Batch/Lot HL50611, exp. 1/2014",20131104,"IL, NH, NJ, NY, OH, RI, TN",NY,"Extended Phenytoin Sodium Capsules, USP, 100 mg, 1000 CAPSULES, Rx only, amneal PHARMACEUTICALS label, NDC 65162-212-11 --- Manufactured by: Amneal Pharmaceuticals of NY Hauppauge, NY 11788 Distributed by: Amneal Pharmaceuticals Glasgow, KY 42141",20131113,Class II,"Amneal Pharmaceuticals of New York, LLC.",D-66014-001,Letter,Drugs,66014,20140717,20130817,11788,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,45864 units,"Lot #: RGF, Exp 07/19; RHN, Exp 08/19; RIH, Exp 09/19; RJP, Exp 10/19; RKN, Exp 11/19; SDC Exp 04/20; SFC, Exp 06/20; SFJ, Exp 06/20; SGI, Exp 07/20",20191115,U.S.A. Nationwide,NY,"CVS Health Preservative Free Lubricant Eye Drops Sensitive Solution, Item#: 495334,Product Size: 0.6 mL x 60 count, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0382-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,17367 12/19  18174 7/20,20191115,U.S.A. Nationwide,NY,"Nano Tears MXP Forte Clear Emollient Lubricant Gel Drops Twin Pack, Product Size:  2 x 10 mL, NDC  59390-144-51",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0472-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"483,528 units",17251 8/19   17269 9/19   17360 12/19   18012 1/20   18106 4/20   18275 11/20   18275 11/20,20191115,U.S.A. Nationwide,NY,"CVS Health Maximum Redness Relief Lubricant Redness Reliever Eye Drops, Sterile, 0.5 fl. oz., (15 mL), Item #994880, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0410-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Melville,60 Baylis Rd,Labeling: Label Error on Declared Strength: There is a misprint on the end flap which read 01% rather than 0.1%.,,"493,192 tubes","Lot #: 485P, 486P, 487P, 488P, Exp 06/15; 638P, 639P, 640P, Exp 07/15; 753P, 754P, 755P, Exp 08/15; 898P, 756P, 757P, 758P, 899P, 900P, 901P, 902P, Exp 09/15",20140307,Nationwide.,NY,"Triamcinolone Acetonide Cream USP, 0.1%, Net Wt 80 grams per tube, Rx only, E. Fougera & Co., A division of Fougera Pharmaceuticals Inc., Melville, New York  11747, NDC 0168-0004-80, UPC 3 0168-0004-80 8.",20140319,Class III,Fougera Pharmaceuticals  Inc.,D-1152-2014,Letter,Drugs,67329,20151208,20140129,11747-3838,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,390 units,17247 8/19,20191115,U.S.A. Nationwide,NY,"Altaire Diclofenac Sodium Opthalmic Solution, 0.1%, 2.5 mL, Rx only, Manufactured Altaire Pharmaceuticals, NDC 59390-149-02",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0421-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Westbury,200 Hicks St,"cGMP Deviations: Firm was notified by their supplier of Cetirizine HCL Oral Solution, USP, 1mg/mL, 4oz, of the voluntary recall that they have initiated due to potential contamination with Burkholderia cepacia (B.cepacia) and Ralstonia pickettii (R. pickettii).",,"17,664 bottles","Lot #s: C04866; C09863, Exp. 10/19; F01267, Exp. 12/19; F12609, Exp. 2/20; F25327, Exp. 8/20.",20190620,Nationwide in the U.S.,NY,"Cetirizine Oral Solution 1 mg/mL, Children's Allergy, Antihistamine, Dye Free, Grape Flavor, 4 FL. oz. Bottle, Distributed by C.D.M.A. Inc., Novi, MI 48376, Quality Choice, NDC 63868-430-04, UPC 635515992474.",20190626,Class II,"P & L Developments,  LLC",D-1408-2019,Letter,Drugs,83181,20200909,20190605,11590-3323,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"273,100 units",RJH 10/19   SCC 3/21   SGA 7/21   SGH 7/21  SHH 8/21   SLL 12/21   TAC 1/22,20191115,U.S.A. Nationwide,NY,"Puralube Petrolatum Ophthalmic Ointment, Net Wt 3.5 gram (1/8 oz), Mfd. for Perrigo, Minneapolis, MN 55427, NDC 0574-4025-35",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0473-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Farmingdale,96 Gazza Blvd,CGMP Deviations: Recall notice received from supplier that Thyroid Powder has inconsistent levels of the active ingredients levothyroxine and liothyronine.,,486 kg,All lots,20181011,Al & TX only,NY,"THYROID POWDER USP (Levothyroxine labeled range of 34.2-41.8mcg/grain; Liothyroine (correct spelling Liothyronine): labeled range of 8.1-9.9mcg/grain) active pharmaceutical ingredient; 25 KG bag, Rx Compounding only, Manu By: Sichuan Friendly Pharmaceutical Co., Ltd., No. 680 Hongpai Road, Neijiang, sichuan 641000, china; Distributed: Syntec Pharma Corp., 96 Gazza Blvd., Farmingdale NY  11735, CAS No. 50809-32-0",20181017,Class II,Syntec Pharma Corp,D-0014-2019,Letter,Drugs,81128,,20180822,11735-1402,Voluntary: Firm initiated,Ongoing,
United States,Westbury,200 Hicks St,Labeling: Incorrect or Missing Package Insert: The package insert included in the finished product is for the Canadian market and is not part of the current approved drug labeling.,,"4,752 cartons","Lot # WJ04186, exp. date 01/23",20201001,Recalled product was distributed to one retailer type in NY and MD who may have further distributed the product throughout the United States.,NY,"Nicotine Gum, Nicotine Polacrilex Gum USP, 2 mg (nicotine), 110-count pieces per carton, Distributed By: Rite Aid, 30 Hunter Lane, Camp Hill, PA  17011, NDC 11822-3328-3.",20201007,Class III,"P & L Developments,  LLC",D-0004-2021,Letter,Drugs,86403,20220121,20200909,11590-3323,Voluntary: Firm initiated,Terminated,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: Impurity N-nitrosodimethylamine (NDMA) found in API,,,HB04118A 2/2020  HB04218A 2/2020  HB04318A 2/2020  HB04418A 2/2020  HF13518A 6/2020  HF13618A 6/2020  HF13718A 6/2020  HF13818A 6/2020  HK02818A 9/2020  HK02918A 9/2020  HK03018A 9/2020  HK03118A 9/2020  HL08418A 11/2020  HL08518A 11/2020  HL08618A 11/2020  HL08718A 11/2020  HB01419A 1/2021  HB05619A 1/2021  HB05719A 1/2021  HB05819A 1/2021  HB05919A 1/2021  HB06019A 1/2021  HB06119A 1/2021,20191209,Product was distributed throughout the United States.,NY,"Ranitidine Tablets, USP 300 mg, 250-count bottles, NDC 53746-254-02.",20191218,Class II,"Amneal Pharmaceuticals, Inc.",D-0616-2020,Press Release,Drugs,84353,,20191122,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Amityville,369 Bayview Ave,Labeling: Label Mix-up; some cartons labeled as Clobetasol Propionate Cream USP contain tubes labeled as Clobetasol Propionate Gel USP.  The actual product in the tube is Clobetasol Propionate Cream USP,,"58,812 tubes","Batch/Lot 619442, exp. 01/2015",20130813,Nationwide and Puerto Rico,NY,"Clobetasol Propionate Cream, USP, 0.05%, 15 grams, Rx only, Hi-Tech PHARMACAL label, Hi-Tech Pharmacal, Co., Inc., Amityville, NY 11701, NDC 50383-267-15 --- For dermatologic use only.  Product is packaged into tubes and then placed into unit cartons.",20130821,Class III,"Hi-Tech Pharmacal Co., Inc.",D-888-2013,Letter,Drugs,65803,20160516,20130725,11701-2801,Voluntary: Firm Initiated,Terminated,
United States,Central Islip,550 S Research Pl,Presence of Particulate Matter.,,12234 vials,"Lot #: GH80159, GH80160, GH80161 Exp 01/2020; GH80489, GH80490, GH80502, GH80503, GH80504 Exp 03/2020; GH80557, GH80598, GH80601, GH80602 Exp 04/2020; GH80845, GH80846, GH80855, GH80856, GH80857, GH80877 Exp 06/2020; GH80903, GH80908, GH80931 Exp 07/2020; GH81047 Exp 08/2020.",20190415,Nationwide in the U.S.A.,NY,"Testosterone Cypionate Injection, USP, 2000 mg/10 mL (200 mg/mL), For intramuscular use only, 10 mL Vial, Multiple-Dose, Rx Only, Manufactured by: Cipla Ltd., Verna Goa, India, Manufactured for: Cipla USA, Inc., 1560 Sawgrass Corporate Parkway, Suite 130, Sunrise, FL 33323, NDC 69097-537-37.",20190424,Class II,"InvaGen Pharmaceuticals, Inc.",D-1123-2019,Letter,Drugs,82463,,20190322,11722-4415,Voluntary: Firm initiated,Completed,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,3060 units,18164 7/20,20191115,U.S.A. Nationwide,NY,"Altaire Ciprofloxacin Ophthalmic Solution, USP, 0.3%, Rx only 2.5 mL, Altaire Pharmaceuticals, Inc Aquebogue, NY 11931 NDC 59390-217-02",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0419-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Melville,60 Baylis Rd,Failed Impurities/Degradation Specifications: Out-of-Specification degradant results.,,"31,122 tubes","Lot #: 495P, Exp 07/14",20140130,Nationwide and Puerto Rico,NY,"KETOCONAZOLE CREAM, 2%, 30 gram tube, Rx only, E. FOUGERA & CO., A division of Fougera Pharmaceuticals Inc., Melville, New York 11747, NDC 0168-0099-30, UPC 3 0168-0099-30 9.",20140205,Class III,Fougera Pharmaceuticals  Inc.,D-1044-2014,Letter,Drugs,66881,20160509,20131118,11747-3838,Voluntary: Firm initiated,Terminated,
